 Iteration	g0	g1	penalK	penalG	eta	beta	pAgg	change	lambda1	lambda2	Compliance	Vol. Frac.	CPU time	Real time
153	0.8799	-4.99e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	7.294e-03	1.295e-07	2.124e+00	1.002783e+01	0.1405	1.649375e+02	3.243e+01
154	0.8793	-4.82e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.026e-02	1.295e-07	2.187e+00	1.002733e+01	0.1405	1.799688e+02	3.509e+01
155	0.8787	-4.66e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	6.453e-03	1.296e-07	2.158e+00	1.002612e+01	0.1405	1.966250e+02	3.794e+01
156	0.8781	-4.49e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.145e-02	1.295e-07	2.190e+00	1.002629e+01	0.1405	2.017969e+02	3.854e+01
157	0.8775	-4.34e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.060e-02	1.296e-07	2.181e+00	1.002625e+01	0.1406	1.841719e+02	3.549e+01
158	0.8769	-4.19e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.504e-02	1.296e-07	2.186e+00	1.002690e+01	0.1406	1.869844e+02	3.583e+01
159	0.8763	-4.05e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.201e-02	1.296e-07	2.195e+00	1.002731e+01	0.1406	1.739219e+02	3.363e+01
160	0.8757	-3.90e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	6.464e-03	1.296e-07	2.192e+00	1.002756e+01	0.1406	1.880156e+02	3.628e+01
161	0.8752	-3.76e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	7.366e-03	1.296e-07	2.190e+00	1.002837e+01	0.1406	1.953281e+02	3.749e+01
162	0.8747	-3.63e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	7.414e-03	1.296e-07	2.189e+00	1.002942e+01	0.1407	1.965312e+02	3.744e+01
163	0.8742	-3.51e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	7.665e-03	1.296e-07	2.198e+00	1.003028e+01	0.1407	1.862500e+02	3.593e+01
164	0.8737	-3.39e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	6.156e-03	1.297e-07	2.194e+00	1.003090e+01	0.1407	2.081094e+02	3.944e+01
165	0.8731	-3.28e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	7.955e-03	1.296e-07	2.204e+00	1.003206e+01	0.1407	1.849062e+02	3.549e+01
166	0.8726	-3.18e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	9.424e-03	1.298e-07	2.193e+00	1.003268e+01	0.1407	1.798125e+02	3.451e+01
167	0.8721	-3.08e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.167e-02	1.295e-07	2.203e+00	1.003468e+01	0.1407	1.897188e+02	3.586e+01
168	0.8716	-2.99e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.261e-02	1.299e-07	2.170e+00	1.003406e+01	0.1408	1.830938e+02	3.511e+01
169	0.8711	-2.92e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.542e-02	1.295e-07	2.214e+00	1.003790e+01	0.1408	1.740625e+02	3.358e+01
170	0.8706	-2.86e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.512e-02	1.301e-07	2.126e+00	1.003691e+01	0.1408	1.916719e+02	3.660e+01
171	0.8702	-2.80e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.446e-02	1.293e-07	2.207e+00	1.004179e+01	0.1408	1.790312e+02	3.425e+01
172	0.8698	-2.73e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.168e-02	1.298e-07	2.152e+00	1.003871e+01	0.1408	1.922031e+02	3.658e+01
173	0.8694	-2.65e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.226e-02	1.296e-07	2.149e+00	1.004143e+01	0.1408	1.962188e+02	3.719e+01
174	0.8690	-2.56e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	6.855e-03	1.297e-07	2.147e+00	1.004129e+01	0.1408	1.918125e+02	3.653e+01
175	0.8686	-2.48e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	7.970e-03	1.297e-07	2.149e+00	1.004227e+01	0.1408	1.881094e+02	3.621e+01
176	0.8683	-2.40e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	7.418e-03	1.297e-07	2.148e+00	1.004313e+01	0.1408	1.757031e+02	3.380e+01
177	0.8679	-2.32e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	7.229e-03	1.297e-07	2.150e+00	1.004373e+01	0.1408	1.848594e+02	3.547e+01
178	0.8675	-2.25e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	7.369e-03	1.297e-07	2.163e+00	1.004439e+01	0.1409	1.742969e+02	3.408e+01
179	0.8671	-2.18e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	9.405e-03	1.298e-07	2.167e+00	1.004583e+01	0.1409	1.827969e+02	3.548e+01
180	0.8668	-2.12e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	9.800e-03	1.299e-07	2.173e+00	1.004777e+01	0.1409	1.911875e+02	3.641e+01
181	0.8663	-2.06e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	9.831e-03	1.299e-07	2.190e+00	1.005070e+01	0.1409	1.753125e+02	3.405e+01
182	0.8660	-2.00e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	8.872e-03	1.300e-07	2.201e+00	1.005392e+01	0.1409	1.803750e+02	3.476e+01
183	0.8656	-1.94e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	7.454e-03	1.299e-07	2.203e+00	1.005765e+01	0.1409	1.674531e+02	3.260e+01
184	0.8653	-1.88e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	9.137e-03	1.299e-07	2.194e+00	1.006022e+01	0.1409	1.810625e+02	3.469e+01
185	0.8650	-1.82e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	7.670e-03	1.299e-07	2.208e+00	1.006275e+01	0.1409	1.798125e+02	3.509e+01
186	0.8647	-1.76e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.007e-02	1.300e-07	2.201e+00	1.006560e+01	0.1409	1.802188e+02	3.454e+01
187	0.8645	-1.71e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	6.735e-03	1.300e-07	2.214e+00	1.006847e+01	0.1409	1.859219e+02	3.583e+01
188	0.8642	-1.65e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.021e-02	1.301e-07	2.194e+00	1.007151e+01	0.1409	1.840000e+02	3.519e+01
189	0.8639	-1.61e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	9.544e-03	1.300e-07	2.218e+00	1.007545e+01	0.1409	1.944219e+02	3.711e+01
190	0.8636	-1.56e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.288e-02	1.303e-07	2.190e+00	1.007856e+01	0.1410	1.585469e+02	3.067e+01
191	0.8633	-1.53e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.066e-02	1.301e-07	2.239e+00	1.008410e+01	0.1410	1.860156e+02	3.570e+01
192	0.8631	-1.48e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.377e-02	1.303e-07	2.184e+00	1.008767e+01	0.1410	1.840781e+02	3.518e+01
193	0.8628	-1.45e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	7.481e-03	1.301e-07	2.232e+00	1.009377e+01	0.1410	1.840625e+02	3.525e+01
194	0.8626	-1.41e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.407e-02	1.301e-07	2.172e+00	1.009708e+01	0.1410	1.783750e+02	3.389e+01
195	0.8623	-1.38e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	7.712e-03	1.302e-07	2.222e+00	1.010061e+01	0.1410	1.747969e+02	3.343e+01
196	0.8620	-1.35e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.441e-02	1.301e-07	2.172e+00	1.010487e+01	0.1410	1.773906e+02	3.395e+01
197	0.8617	-1.32e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	9.791e-03	1.302e-07	2.194e+00	1.010807e+01	0.1410	1.829062e+02	3.512e+01
198	0.8613	-1.30e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.200e-02	1.298e-07	2.144e+00	1.011157e+01	0.1410	1.873750e+02	3.555e+01
199	0.8611	-1.26e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	8.217e-03	1.297e-07	2.164e+00	1.011074e+01	0.1410	1.695312e+02	3.250e+01
200	0.8609	-1.22e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	5.545e-03	1.298e-07	2.150e+00	1.010951e+01	0.1410	1.872656e+02	3.614e+01
201	0.8608	-1.18e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	6.091e-03	1.298e-07	2.176e+00	1.010869e+01	0.1410	2.134219e+02	4.050e+01
202	0.8606	-1.14e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	6.268e-03	1.298e-07	2.177e+00	1.010841e+01	0.1410	1.892031e+02	3.617e+01
203	0.8605	-1.09e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	4.421e-03	1.298e-07	2.186e+00	1.010839e+01	0.1410	1.941875e+02	3.700e+01
204	0.8604	-1.05e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	4.090e-03	1.298e-07	2.185e+00	1.010795e+01	0.1410	1.671250e+02	3.176e+01
205	0.8602	-1.01e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.856e-03	1.298e-07	2.190e+00	1.010753e+01	0.1410	1.806562e+02	3.435e+01
206	0.8601	-9.70e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	3.340e-03	1.298e-07	2.189e+00	1.010688e+01	0.1410	1.884531e+02	3.580e+01
207	0.8600	-9.33e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	3.301e-03	1.298e-07	2.194e+00	1.010639e+01	0.1410	1.726094e+02	3.344e+01
208	0.8599	-8.96e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.672e-03	1.298e-07	2.198e+00	1.010591e+01	0.1410	1.717656e+02	3.330e+01
209	0.8598	-8.60e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.089e-03	1.298e-07	2.198e+00	1.010604e+01	0.1411	1.540625e+02	3.030e+01
210	0.8597	-8.26e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	1.845e-03	1.298e-07	2.199e+00	1.010618e+01	0.1411	1.764688e+02	3.382e+01
211	0.8597	-7.93e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	1.965e-03	1.298e-07	2.198e+00	1.010616e+01	0.1411	1.434531e+02	2.847e+01
212	0.8596	-7.61e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.079e-03	1.298e-07	2.198e+00	1.010630e+01	0.1411	1.666562e+02	3.230e+01
213	0.8595	-7.31e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.128e-03	1.299e-07	2.196e+00	1.010649e+01	0.1411	1.720156e+02	3.315e+01
214	0.8594	-7.03e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.458e-03	1.299e-07	2.196e+00	1.010713e+01	0.1411	1.774062e+02	3.395e+01
215	0.8593	-6.75e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.573e-03	1.300e-07	2.195e+00	1.010793e+01	0.1411	1.567031e+02	3.062e+01
216	0.8593	-6.49e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	3.026e-03	1.300e-07	2.196e+00	1.010935e+01	0.1411	1.803281e+02	3.456e+01
217	0.8592	-6.25e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	3.197e-03	1.300e-07	2.194e+00	1.011078e+01	0.1411	1.660000e+02	3.237e+01
218	0.8591	-6.01e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	3.843e-03	1.300e-07	2.196e+00	1.011280e+01	0.1411	1.700000e+02	3.310e+01
219	0.8590	-5.79e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	3.845e-03	1.301e-07	2.193e+00	1.011435e+01	0.1411	1.697188e+02	3.284e+01
220	0.8590	-5.58e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	4.602e-03	1.300e-07	2.198e+00	1.011666e+01	0.1411	1.634375e+02	3.168e+01
221	0.8589	-5.39e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	4.270e-03	1.302e-07	2.190e+00	1.011759e+01	0.1411	1.659844e+02	3.207e+01
222	0.8588	-5.21e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	5.626e-03	1.298e-07	2.204e+00	1.012113e+01	0.1411	1.920156e+02	3.711e+01
223	0.8587	-5.04e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	5.067e-03	1.303e-07	2.181e+00	1.011999e+01	0.1411	1.744688e+02	3.399e+01
224	0.8587	-4.90e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	7.282e-03	1.298e-07	2.213e+00	1.012491e+01	0.1411	1.848750e+02	3.532e+01
225	0.8586	-4.77e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	6.368e-03	1.301e-07	2.175e+00	1.012407e+01	0.1411	1.587969e+02	3.091e+01
226	0.8585	-4.64e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	6.918e-03	1.300e-07	2.203e+00	1.012675e+01	0.1411	1.752969e+02	3.355e+01
227	0.8584	-4.50e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	5.046e-03	1.301e-07	2.190e+00	1.012794e+01	0.1411	2.018750e+02	3.848e+01
228	0.8584	-4.36e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	4.356e-03	1.302e-07	2.206e+00	1.013027e+01	0.1411	1.819531e+02	3.502e+01
229	0.8583	-4.20e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	3.152e-03	1.303e-07	2.199e+00	1.013345e+01	0.1411	1.640000e+02	3.182e+01
230	0.8583	-4.05e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.276e-03	1.303e-07	2.202e+00	1.013779e+01	0.1411	1.728125e+02	3.324e+01
231	0.8582	-3.90e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.591e-03	1.303e-07	2.202e+00	1.014161e+01	0.1411	1.920469e+02	3.709e+01
232	0.8582	-3.76e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	3.059e-03	1.303e-07	2.203e+00	1.014533e+01	0.1411	1.716562e+02	3.346e+01
233	0.8581	-3.63e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	3.796e-03	1.303e-07	2.202e+00	1.014864e+01	0.1411	1.668281e+02	3.253e+01
234	0.8581	-3.51e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	4.577e-03	1.302e-07	2.200e+00	1.015163e+01	0.1411	1.894062e+02	3.698e+01
235	0.8580	-3.40e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	5.268e-03	1.302e-07	2.196e+00	1.015421e+01	0.1411	1.831094e+02	3.580e+01
236	0.8579	-3.29e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	5.675e-03	1.301e-07	2.191e+00	1.015670e+01	0.1411	1.667188e+02	3.248e+01
237	0.8579	-3.18e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	6.001e-03	1.302e-07	2.178e+00	1.015755e+01	0.1411	1.858594e+02	3.629e+01
238	0.8579	-3.07e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	3.592e-03	1.299e-07	2.177e+00	1.015914e+01	0.1411	1.759062e+02	3.450e+01
239	0.8578	-2.95e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.245e-03	1.302e-07	2.174e+00	1.015823e+01	0.1411	1.757031e+02	3.438e+01
240	0.8578	-2.84e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	1.545e-03	1.298e-07	2.178e+00	1.015998e+01	0.1411	1.668906e+02	3.260e+01
241	0.8578	-2.74e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	3.369e-03	1.304e-07	2.168e+00	1.015770e+01	0.1411	1.652969e+02	3.229e+01
242	0.8577	-2.64e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.476e-03	1.295e-07	2.181e+00	1.016136e+01	0.1411	1.838906e+02	3.512e+01
243	0.8577	-2.55e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	4.575e-03	1.304e-07	2.164e+00	1.015604e+01	0.1411	1.666562e+02	3.220e+01
244	0.8577	-2.47e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	3.632e-03	1.297e-07	2.181e+00	1.016006e+01	0.1411	1.706875e+02	3.262e+01
245	0.8576	-2.39e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	3.900e-03	1.301e-07	2.171e+00	1.015664e+01	0.1411	1.792969e+02	3.459e+01
246	0.8576	-2.30e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	1.448e-03	1.300e-07	2.174e+00	1.015731e+01	0.1411	1.776250e+02	3.393e+01
247	0.8576	-2.21e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	1.459e-03	1.300e-07	2.174e+00	1.015710e+01	0.1411	1.789531e+02	3.418e+01
248	0.8576	-2.13e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	1.508e-03	1.300e-07	2.174e+00	1.015700e+01	0.1411	1.637812e+02	3.137e+01
249	0.8576	-2.05e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	1.593e-03	1.300e-07	2.174e+00	1.015693e+01	0.1411	1.795000e+02	3.434e+01
250	0.8575	-1.97e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	1.683e-03	1.300e-07	2.175e+00	1.015693e+01	0.1411	1.902500e+02	3.660e+01
251	0.8575	-1.90e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	1.777e-03	1.300e-07	2.176e+00	1.015702e+01	0.1411	1.879375e+02	3.628e+01
252	0.8575	-1.83e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	1.874e-03	1.300e-07	2.176e+00	1.015717e+01	0.1412	1.842969e+02	3.519e+01
253	0.8575	-1.76e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	1.938e-03	1.300e-07	2.176e+00	1.015734e+01	0.1412	1.994688e+02	3.860e+01
254	0.8574	-1.70e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	1.984e-03	1.301e-07	2.176e+00	1.015757e+01	0.1412	1.836875e+02	3.510e+01
255	0.8574	-1.64e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.055e-03	1.301e-07	2.176e+00	1.015787e+01	0.1412	1.943750e+02	3.655e+01
256	0.8574	-1.59e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.158e-03	1.301e-07	2.175e+00	1.015831e+01	0.1412	1.744688e+02	3.344e+01
257	0.8574	-1.53e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.271e-03	1.301e-07	2.175e+00	1.015908e+01	0.1412	1.715625e+02	3.274e+01
258	0.8573	-1.48e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.350e-03	1.301e-07	2.174e+00	1.015967e+01	0.1412	1.637344e+02	3.184e+01
259	0.8573	-1.44e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.470e-03	1.301e-07	2.175e+00	1.016070e+01	0.1412	1.998594e+02	3.870e+01
260	0.8573	-1.40e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.482e-03	1.301e-07	2.173e+00	1.016100e+01	0.1412	2.000625e+02	3.848e+01
261	0.8573	-1.36e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.611e-03	1.303e-07	2.175e+00	1.016182e+01	0.1412	1.756406e+02	3.467e+01
262	0.8573	-1.34e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.950e-03	1.295e-07	2.174e+00	1.016457e+01	0.1412	1.801094e+02	3.475e+01
263	0.8572	-1.34e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	5.480e-03	1.309e-07	2.173e+00	1.015878e+01	0.1412	1.857656e+02	3.566e+01
264	0.8572	-1.35e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	6.231e-03	1.296e-07	2.171e+00	1.016846e+01	0.1412	1.813750e+02	3.506e+01
265	0.8572	-1.33e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	3.482e-03	1.303e-07	2.175e+00	1.016332e+01	0.1412	1.810156e+02	3.487e+01
266	0.8572	-1.29e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.956e-03	1.301e-07	2.167e+00	1.016559e+01	0.1412	1.865000e+02	3.591e+01
267	0.8571	-1.25e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.870e-03	1.301e-07	2.169e+00	1.016585e+01	0.1412	1.534531e+02	3.028e+01
268	0.8571	-1.21e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.710e-03	1.301e-07	2.173e+00	1.016633e+01	0.1412	1.872656e+02	3.638e+01
269	0.8571	-1.17e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.351e-03	1.301e-07	2.173e+00	1.016710e+01	0.1412	1.637656e+02	3.193e+01
270	0.8571	-1.13e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.538e-03	1.301e-07	2.174e+00	1.016767e+01	0.1412	1.814844e+02	3.520e+01
271	0.8571	-1.08e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.367e-03	1.301e-07	2.175e+00	1.016812e+01	0.1412	1.927344e+02	3.696e+01
272	0.8571	-1.04e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.263e-03	1.301e-07	2.176e+00	1.016854e+01	0.1412	1.670625e+02	3.253e+01
273	0.8571	-1.01e-04	 3.0	 3.0	0.50	 2.0	5.000e+01	2.134e-03	1.301e-07	2.177e+00	1.016895e+01	0.1412	1.770156e+02	3.433e+01
274	0.8570	-9.69e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	2.001e-03	1.301e-07	2.177e+00	1.016937e+01	0.1412	1.828281e+02	3.512e+01
275	0.8570	-9.33e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	1.870e-03	1.301e-07	2.177e+00	1.016984e+01	0.1412	1.825156e+02	3.539e+01
276	0.8570	-8.98e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	1.766e-03	1.301e-07	2.178e+00	1.017038e+01	0.1412	1.846250e+02	3.554e+01
277	0.8570	-8.65e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	1.661e-03	1.301e-07	2.178e+00	1.017098e+01	0.1412	1.715312e+02	3.298e+01
278	0.8570	-8.33e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	1.585e-03	1.302e-07	2.179e+00	1.017160e+01	0.1412	1.569062e+02	3.068e+01
279	0.8570	-8.02e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	1.474e-03	1.301e-07	2.179e+00	1.017241e+01	0.1412	1.717031e+02	3.345e+01
280	0.8570	-7.73e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	1.415e-03	1.302e-07	2.179e+00	1.017267e+01	0.1412	1.806875e+02	3.465e+01
281	0.8570	-7.46e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	1.594e-03	1.299e-07	2.180e+00	1.017436e+01	0.1412	1.855156e+02	3.534e+01
282	0.8570	-7.22e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	2.015e-03	1.303e-07	2.179e+00	1.017259e+01	0.1412	1.737188e+02	3.344e+01
283	0.8570	-7.10e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	3.835e-03	1.301e-07	2.175e+00	1.017536e+01	0.1412	1.694688e+02	3.259e+01
284	0.8570	-7.29e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	4.965e-03	1.301e-07	2.188e+00	1.017493e+01	0.1412	1.697188e+02	3.289e+01
285	0.8570	-7.88e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	6.735e-03	1.303e-07	2.169e+00	1.017455e+01	0.1412	1.629375e+02	3.151e+01
286	0.8570	-8.30e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	6.476e-03	1.300e-07	2.183e+00	1.017639e+01	0.1412	1.551250e+02	2.998e+01
287	0.8570	-8.10e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	1.671e-03	1.301e-07	2.180e+00	1.017580e+01	0.1412	1.782344e+02	3.414e+01
288	0.8570	-7.78e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	6.343e-04	1.301e-07	2.180e+00	1.017592e+01	0.1412	1.789219e+02	3.452e+01
289	0.8570	-7.47e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	4.629e-04	1.301e-07	2.180e+00	1.017601e+01	0.1412	1.906562e+02	3.626e+01
290	0.8569	-7.17e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	5.476e-04	1.301e-07	2.180e+00	1.017613e+01	0.1412	1.739688e+02	3.353e+01
291	0.8569	-6.90e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	6.922e-04	1.301e-07	2.179e+00	1.017629e+01	0.1412	1.654062e+02	3.191e+01
292	0.8569	-6.64e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	8.568e-04	1.301e-07	2.179e+00	1.017653e+01	0.1412	1.884062e+02	3.604e+01
293	0.8569	-6.40e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	1.054e-03	1.301e-07	2.179e+00	1.017685e+01	0.1412	1.874219e+02	3.606e+01
294	0.8569	-6.17e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	1.302e-03	1.302e-07	2.179e+00	1.017729e+01	0.1412	1.832031e+02	3.527e+01
295	0.8569	-5.97e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	1.617e-03	1.302e-07	2.179e+00	1.017787e+01	0.1412	1.812812e+02	3.497e+01
296	0.8569	-5.79e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	2.024e-03	1.302e-07	2.178e+00	1.017862e+01	0.1412	1.709062e+02	3.320e+01
297	0.8569	-5.63e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	2.470e-03	1.302e-07	2.178e+00	1.017948e+01	0.1412	1.662969e+02	3.241e+01
298	0.8569	-5.49e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	2.752e-03	1.302e-07	2.178e+00	1.018039e+01	0.1412	1.715156e+02	3.328e+01
299	0.8569	-5.38e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	3.285e-03	1.302e-07	2.179e+00	1.018133e+01	0.1412	1.580625e+02	3.099e+01
300	0.8568	-5.28e-05	 3.0	 3.0	0.50	 2.0	5.000e+01	3.066e-03	1.302e-07	2.178e+00	1.018260e+01	0.1412	1.693125e+02	3.288e+01
